Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
27,1954,P,Royce Lint,33,31,17,10,1,1,1,0,0,2,1,0,6,3,0.1,0.438,0.2,0.638,74,2,0,0,1,0,0,Left,No
28,1954,P,Joe Presko,25,38,16,16,0,4,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,31,4,0,0,0,0,0,Right,No
29,1954,P,Al Brazle,40,58,15,14,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,1,0,0,1,0,Left,No
30,1954,P,Stu Miller,26,20,14,13,1,4,0,0,0,0,0,0,1,5,0.308,0.357,0.308,0.665,76,4,0,0,0,0,0,Right,No
31,1954,P,Ben Wade,31,13,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1954,P,Carl Scheib,27,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1954,P,Mel Wright,26,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1954,P,Bill Greason,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1954,P,Hal White,35,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1954,P,Memo Luna,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1953,C,Del Rice,30,135,480,419,32,99,22,1,6,37,0,0,48,49,0.236,0.323,0.337,0.66,72,141,13,6,7,0,13,Right,No
2,1953,1B,Steve Bilko,24,154,642,570,72,143,23,3,21,84,0,1,70,125,0.251,0.334,0.412,0.746,93,235,17,1,0,0,7,Right,No
3,1953,2B,Red Schoendienst,30,146,627,564,107,193,35,5,15,79,3,3,60,23,0.342,0.405,0.502,0.907,135,283,19,0,3,0,0,Right,Yes
4,1953,SS,Solly Hemus,30,154,691,585,110,163,32,11,14,61,2,1,86,40,0.279,0.382,0.443,0.825,114,259,10,12,7,0,0,Left,No
5,1953,3B,Ray Jablonski,26,157,640,604,64,162,23,5,21,112,2,2,34,61,0.268,0.308,0.427,0.735,89,258,15,1,1,0,2,Right,No
6,1953,OF,Stan Musial,32,157,698,593,127,200,53,9,30,113,3,4,105,32,0.337,0.437,0.609,1.046,169,361,10,0,0,0,12,Left,No
7,1953,OF,Enos Slaughter,37,143,579,492,64,143,34,9,6,89,4,4,80,28,0.291,0.395,0.433,0.828,116,213,10,5,1,0,12,Left,No
8,1953,OF,Rip Repulski,24,153,614,567,75,156,25,4,15,66,3,6,33,71,0.275,0.325,0.413,0.738,91,234,14,9,5,0,3,Right,No
9,1953,OF,Peanuts Lowrey,35,104,198,182,26,49,9,2,5,27,1,0,15,21,0.269,0.325,0.423,0.748,93,77,8,0,1,0,1,Right,No
10,1953,OF,Harry Elliott,29,24,63,59,6,15,6,1,1,6,0,0,3,8,0.254,0.302,0.441,0.742,91,26,3,1,0,0,0,Right,No
11,1953,C,Sal Yvars,29,30,62,57,4,14,2,0,1,6,0,1,4,6,0.246,0.306,0.333,0.64,67,19,4,1,0,0,0,Right,No
12,1953,IF,Pete Castiglione,32,67,55,52,9,9,2,0,0,3,0,0,2,5,0.173,0.204,0.212,0.415,9,11,3,0,1,0,0,Right,No
13,1953,1B,Dick Sisler,32,32,44,43,3,11,1,1,0,4,0,0,1,4,0.256,0.273,0.326,0.598,55,14,1,0,0,0,1,Left,No
14,1953,SS,Dick Schofield,18,33,41,39,9,7,0,0,2,4,0,0,2,11,0.179,0.22,0.333,0.553,42,13,0,0,0,0,0,Right,Yes
15,1953,2B,Eddie Stanky,37,17,40,30,5,8,0,0,0,1,0,0,6,4,0.267,0.405,0.267,0.672,80,8,0,1,3,0,0,Right,No
16,1953,C,Ferrell Anderson,35,18,35,35,1,10,2,0,0,1,0,0,0,4,0.286,0.286,0.343,0.629,63,12,0,0,0,0,0,Right,No
17,1953,C,Dick Rand,22,9,34,31,3,9,1,0,0,1,0,0,2,6,0.29,0.333,0.323,0.656,72,10,0,0,1,0,0,Right,No
18,1953,OF,Grant Dunlap,29,16,17,17,2,6,0,1,1,3,0,0,0,2,0.353,0.353,0.647,1.0,154,11,1,0,0,0,0,Right,No
19,1953,C,Les Fusselman,32,11,9,8,1,2,1,0,0,0,0,0,0,0,0.25,0.25,0.375,0.625,60,3,1,0,1,0,0,Right,No
20,1953,,Hal Rice,29,8,8,8,0,2,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,31,2,0,0,0,0,0,Left,No
21,1953,3B,Billy Johnson,34,11,6,5,0,1,1,0,0,1,0,0,1,1,0.2,0.333,0.4,0.733,90,2,0,0,0,0,0,Right,No
22,1953,,Vern Benson,28,13,5,4,2,0,0,0,0,0,0,0,1,2,0.0,0.2,0.0,0.2,-42,0,0,0,0,0,0,Left,No
23,1953,,Virgil Stallcup,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,1953,,Eddie Phillips,22,9,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
25,1953,1B,Fred Marolewski,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
26,1953,P,Harvey Haddix,27,48,107,97,21,28,3,3,1,11,0,0,5,19,0.289,0.337,0.412,0.749,94,40,2,2,3,0,0,Left,No
27,1953,P,Gerry Staley,32,40,90,78,4,8,0,0,0,2,0,0,4,21,0.103,0.146,0.103,0.249,-34,8,3,0,7,0,0,Right,No
28,1953,P,Vinegar Bend Mizell,22,33,89,83,4,7,1,1,1,8,0,0,3,42,0.084,0.116,0.157,0.273,-30,13,0,0,3,0,0,Right,No
29,1953,P,Joe Presko,24,35,67,59,6,13,1,0,0,2,0,0,4,5,0.22,0.27,0.237,0.507,34,14,3,0,4,0,0,Right,No
30,1953,P,Stu Miller,25,42,50,43,4,8,2,0,0,1,0,0,3,2,0.186,0.239,0.233,0.472,24,10,2,0,4,0,0,Right,No
31,1953,P,Cliff Chambers,31,32,17,17,1,2,1,0,0,0,0,0,0,4,0.118,0.118,0.176,0.294,-25,3,0,0,0,0,0,Left,No
32,1953,P,Hal White,34,49,17,16,0,0,0,0,0,0,0,0,1,8,0.0,0.059,0.0,0.059,-83,0,1,0,0,0,0,Right,No
33,1953,P,Al Brazle,39,61,17,15,2,5,1,0,0,0,0,0,0,1,0.333,0.333,0.4,0.733,90,6,0,0,2,0,0,Left,No
34,1953,P,Eddie Erautt,28,20,7,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.333,-13,1,0,0,1,0,0,Right,No
35,1953,P,Mike Clark,31,23,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
36,1953,P,Willard Schmidt,25,6,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1953,P,Jackie Collum,26,7,4,3,0,0,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,-28,0,0,0,0,0,0,Left,No
38,1953,P,Jack Faszholz,26,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1953,P,John Romonosky,23,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1953,P,Dick Bokelmann,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1953,P,Eddie Yuhas,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1952,C,Del Rice,29,147,538,495,43,128,27,2,11,65,0,1,33,38,0.259,0.313,0.388,0.701,93,192,12,6,3,0,8,Right,No
2,1952,1B,Dick Sisler,31,119,450,418,48,109,14,5,13,60,3,3,29,35,0.261,0.312,0.411,0.723,99,172,8,2,1,0,7,Left,No
3,1952,2B,Red Schoendienst,29,152,673,620,91,188,40,7,7,67,9,6,42,30,0.303,0.347,0.424,0.772,113,263,17,0,11,0,1,Right,Yes
4,1952,SS,Solly Hemus,29,151,690,570,105,153,28,8,15,52,1,5,96,55,0.268,0.392,0.425,0.817,126,242,11,20,4,0,0,Left,No
5,1952,3B,Billy Johnson,33,94,320,282,23,71,10,2,2,34,1,0,34,21,0.252,0.339,0.323,0.661,84,91,9,3,1,0,5,Right,No
6,1952,OF,Stan Musial,31,154,678,578,105,194,42,6,21,91,7,7,96,29,0.336,0.432,0.538,0.97,167,311,11,2,0,0,27,Left,No
7,1952,OF,Peanuts Lowrey,34,132,417,374,48,107,18,2,1,48,3,2,34,13,0.286,0.352,0.353,0.705,96,132,10,4,5,0,0,Right,No
8,1952,OF,Enos Slaughter,36,140,587,510,73,153,17,12,11,101,6,1,70,25,0.3,0.386,0.445,0.831,130,227,11,1,6,0,9,Left,No
9,1952,OF,Hal Rice,28,98,312,295,37,85,14,5,7,45,1,3,16,26,0.288,0.325,0.441,0.765,110,130,9,0,1,0,2,Left,No
10,1952,3B,Tommy Glaviano,28,80,196,162,30,39,5,1,3,19,0,0,27,26,0.241,0.366,0.34,0.705,97,55,7,5,0,0,0,Right,No
11,1952,2B,Eddie Stanky,36,53,105,83,13,19,4,0,0,7,0,0,19,9,0.229,0.373,0.277,0.65,83,23,0,0,3,0,0,Right,No
12,1952,OF,Larry Miggins,26,42,99,96,7,22,5,1,2,10,0,1,3,19,0.229,0.253,0.365,0.617,69,35,0,0,0,0,0,Right,No
13,1952,OF,Wally Westlake,31,21,84,74,7,16,3,0,0,10,1,1,8,11,0.216,0.293,0.257,0.549,53,19,3,0,1,0,0,Right,No
14,1952,1B,Steve Bilko,23,20,78,72,7,19,6,1,1,6,0,0,4,15,0.264,0.303,0.417,0.719,98,30,2,0,2,0,0,Right,No
15,1952,C,Les Fusselman,31,32,64,63,5,10,3,0,1,3,0,0,0,9,0.159,0.159,0.254,0.413,13,16,2,0,1,0,0,Right,No
16,1952,3B,Vern Benson,27,20,53,47,6,9,2,0,2,5,0,0,5,9,0.191,0.269,0.362,0.631,73,17,0,0,1,0,0,Left,No
17,1952,SS,Virgil Stallcup,30,29,32,31,4,4,1,0,0,1,0,0,1,5,0.129,0.156,0.161,0.318,-12,5,1,0,0,0,0,Right,No
18,1952,1B,Neal Hertweck,20,2,7,6,0,0,0,0,0,0,0,0,1,1,0.0,0.143,0.0,0.143,-57,0,0,0,0,0,0,Left,No
19,1952,C,Bill Sarni,24,3,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,11,1,0,0,0,0,0,Right,No
20,1952,SS,Gene Mauch,26,7,4,3,0,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25,-25,0,0,0,0,0,0,Right,No
21,1952,3B,Eddie Kazak,31,3,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
22,1952,,Herb Gorman,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
23,1952,P,Gerry Staley,31,35,94,85,6,13,0,0,0,1,0,1,2,10,0.153,0.172,0.153,0.325,-9,13,1,0,7,0,0,Right,No
24,1952,P,Vinegar Bend Mizell,21,30,72,68,2,3,1,1,0,1,0,0,0,31,0.044,0.044,0.088,0.132,-64,6,2,0,4,0,0,Right,No
25,1952,P,Joe Presko,23,28,48,43,1,4,0,0,0,1,0,0,2,14,0.093,0.133,0.093,0.226,-36,4,0,0,3,0,0,Right,No
26,1952,P,Cloyd Boyer,24,24,40,38,2,8,2,1,0,5,0,0,2,8,0.211,0.25,0.316,0.566,56,12,2,0,0,0,0,Right,No
27,1952,P,Cliff Chambers,30,26,36,32,4,9,3,0,0,1,0,0,3,8,0.281,0.343,0.375,0.718,99,12,0,0,1,0,0,Left,No
28,1952,P,Harry Brecheen,37,25,34,29,3,6,0,0,0,1,0,0,4,5,0.207,0.303,0.207,0.51,44,6,0,0,1,0,0,Left,No
29,1952,P,Al Brazle,38,46,33,32,1,4,1,0,0,3,0,0,0,2,0.125,0.125,0.156,0.281,-22,5,2,0,1,0,0,Left,No
30,1952,P,Stu Miller,24,12,32,25,0,3,0,0,0,3,0,1,1,3,0.12,0.154,0.12,0.274,-23,3,0,0,6,0,0,Right,No
31,1952,P,Eddie Yuhas,27,54,25,21,0,4,1,0,0,1,0,0,2,6,0.19,0.261,0.238,0.499,39,5,1,0,2,0,0,Right,No
32,1952,P,Harvey Haddix,26,9,15,14,3,3,0,0,0,2,1,0,1,5,0.214,0.267,0.214,0.481,35,3,0,0,0,0,0,Left,No
33,1952,P,Bill Werle,31,19,9,9,1,1,0,0,0,0,0,0,0,3,0.111,0.111,0.111,0.222,-38,1,0,0,0,0,0,Left,No
34,1952,P,Willard Schmidt,24,18,8,8,0,1,0,0,0,0,0,0,0,1,0.125,0.125,0.125,0.25,-31,1,0,0,0,0,0,Right,No
35,1952,P,Mike Clark,30,12,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1952,P,Red Munger,33,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1952,P,Jack Crimian,26,5,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,49,0,0,0,0,0,0,Right,No
38,1952,P,Bobby Tiefenauer,22,6,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1952,P,Dick Bokelmann,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1952,P,Fred Hahn,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1952,P,Jackie Collum,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1951,C,Del Rice,28,122,419,374,34,94,13,1,9,47,0,0,34,26,0.251,0.319,0.364,0.682,83,136,11,3,8,0,6,Right,No
2,1951,1B,Nippy Jones,26,80,312,300,20,79,12,0,3,41,1,2,9,13,0.263,0.287,0.333,0.62,66,100,13,1,2,0,0,Right,No
3,1951,2B,Red Schoendienst,28,135,602,553,88,160,32,7,6,54,0,1,35,23,0.289,0.335,0.405,0.74,98,224,13,3,11,0,0,Right,Yes
4,1951,SS,Solly Hemus,28,120,507,420,68,118,18,9,2,32,7,7,75,31,0.281,0.395,0.381,0.776,110,160,6,4,8,0,2,Left,No
5,1951,3B,Billy Johnson,32,124,502,442,52,116,23,1,14,64,5,3,46,49,0.262,0.34,0.414,0.754,102,183,12,6,8,0,4,Right,No
6,1951,OF,Stan Musial,30,152,678,578,124,205,30,12,32,108,4,5,98,40,0.355,0.449,0.614,1.063,183,355,6,1,1,0,24,Left,No
7,1951,OF,Peanuts Lowrey,33,114,419,370,52,112,19,5,5,40,0,1,35,12,0.303,0.366,0.422,0.788,111,156,12,2,12,0,1,Right,No
8,1951,OF,Enos Slaughter,35,123,483,409,48,115,17,8,4,64,7,2,67,25,0.281,0.386,0.391,0.777,110,160,10,3,4,0,2,Left,No
9,1951,OF,Wally Westlake,30,73,299,267,36,68,8,5,6,39,1,2,24,42,0.255,0.325,0.39,0.715,91,104,7,4,4,0,2,Right,No
10,1951,OF,Hal Rice,27,69,260,236,20,60,12,1,4,38,0,1,24,22,0.254,0.323,0.364,0.687,85,86,8,0,0,0,4,Left,No
11,1951,SS,Stan Rojek,32,51,202,186,21,51,7,3,0,14,0,3,10,10,0.274,0.318,0.344,0.662,78,64,7,2,4,0,0,Right,No
12,1951,UT,Tommy Glaviano,27,54,133,104,20,19,4,0,1,4,3,0,26,18,0.183,0.356,0.25,0.606,66,26,4,2,0,0,1,Right,No
13,1951,C,Bill Sarni,23,36,97,86,7,15,1,0,0,2,1,0,9,13,0.174,0.253,0.186,0.439,20,16,4,0,2,0,2,Right,No
14,1951,OF,Chuck Diering,28,64,91,85,9,22,5,1,0,8,0,1,6,15,0.259,0.308,0.341,0.649,74,29,1,0,0,0,0,Right,No
15,1951,C,Joe Garagiola,25,27,82,72,9,14,3,2,2,9,0,0,9,7,0.194,0.284,0.375,0.659,76,27,3,0,1,0,2,Left,No
16,1951,1B,Steve Bilko,22,21,82,72,5,16,4,0,2,12,0,0,9,10,0.222,0.309,0.361,0.67,80,26,1,0,1,0,1,Right,No
17,1951,OF,Bill Howerton,29,24,75,65,10,17,4,1,1,4,0,1,10,12,0.262,0.36,0.4,0.76,104,26,2,0,0,0,0,Left,No
18,1951,UT,Vern Benson,26,13,52,46,8,12,3,1,1,7,0,0,6,8,0.261,0.346,0.435,0.781,109,20,0,0,0,0,0,Left,No
19,1951,2B,Dick Cole,25,15,42,36,4,7,1,0,0,3,0,0,6,5,0.194,0.31,0.222,0.532,46,8,0,0,0,0,0,Right,No
20,1951,3B,Eddie Kazak,30,11,38,33,2,6,2,0,0,4,0,0,5,5,0.182,0.289,0.242,0.532,45,8,1,0,0,0,0,Right,No
21,1951,3B,Don Richmond,31,12,37,34,3,3,1,0,1,4,0,1,3,3,0.088,0.162,0.206,0.368,-2,7,1,0,0,0,0,Left,No
22,1951,UT,Harry Walker,32,8,28,26,6,8,1,0,0,2,0,0,2,1,0.308,0.357,0.346,0.703,90,9,0,0,0,0,0,Left,No
23,1951,C,Bob Scheffing,37,12,22,18,0,2,0,0,0,2,0,0,3,5,0.111,0.238,0.111,0.349,-3,2,1,0,1,0,0,Right,No
24,1951,UT,Rocky Nelson,26,9,19,18,3,4,1,0,0,1,0,0,1,0,0.222,0.263,0.278,0.541,46,5,1,0,0,0,0,Left,No
25,1951,1B,Don Bollweg,30,6,9,9,1,1,1,0,0,2,0,0,0,1,0.111,0.111,0.222,0.333,-13,2,0,0,0,0,0,Left,No
26,1951,OF,Jay Van Noy,22,6,8,7,1,0,0,0,0,0,0,0,1,6,0.0,0.125,0.0,0.125,-63,0,0,0,0,0,0,Left,No
27,1951,OF,Larry Ciaffone,26,5,6,5,0,0,0,0,0,0,0,0,1,2,0.0,0.167,0.0,0.167,-51,0,0,0,0,0,0,Right,No
28,1951,P,Gerry Staley,30,42,88,81,3,13,1,0,0,5,0,0,3,14,0.16,0.19,0.173,0.363,-2,14,2,0,4,0,0,Right,No
29,1951,P,Tom Poholsky,21,38,74,67,5,14,1,0,0,3,1,0,1,14,0.209,0.221,0.224,0.444,20,15,2,0,6,0,0,Right,No
30,1951,P,Max Lanier,35,31,57,53,2,8,0,0,0,1,0,0,1,5,0.151,0.167,0.151,0.318,-14,8,1,0,3,0,0,Right,No
31,1951,P,Harry Brecheen,36,24,57,55,4,12,2,0,1,3,0,0,1,11,0.218,0.232,0.309,0.541,44,17,2,0,1,0,0,Left,No
32,1951,P,Cliff Chambers,29,21,54,49,3,8,1,0,0,4,0,0,4,13,0.163,0.226,0.184,0.41,12,9,2,0,1,0,0,Left,No
33,1951,P,Al Brazle,37,56,46,46,1,5,0,0,0,2,0,0,0,2,0.109,0.109,0.109,0.217,-41,5,0,0,0,0,0,Left,No
34,1951,P,Joe Presko,22,15,37,37,2,6,1,0,0,1,0,0,0,5,0.162,0.162,0.189,0.351,-6,7,1,0,0,0,0,Right,No
35,1951,P,Red Munger,32,23,31,29,2,5,1,0,0,2,0,0,1,4,0.172,0.2,0.207,0.407,10,6,0,0,1,0,0,Right,No
36,1951,P,Cloyd Boyer,23,19,21,20,5,4,1,0,0,2,0,0,0,9,0.2,0.2,0.25,0.45,20,5,0,0,1,0,0,Right,No
37,1951,P,Dick Bokelmann,24,20,16,14,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
38,1951,P,Jackie Collum,24,3,7,7,2,3,0,0,0,0,0,0,0,1,0.429,0.429,0.429,0.857,131,3,0,0,0,0,0,Left,No
39,1951,P,Howie Pollet,30,6,4,1,1,0,0,0,0,0,0,0,3,1,0.0,0.75,0.0,0.75,120,0,0,0,0,0,0,Left,No
40,1951,P,Jack Crimian,25,11,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,80,1,0,0,0,0,0,Right,No
41,1951,P,Erv Dusak,30,5,2,2,1,1,0,0,1,1,0,0,0,1,0.5,0.5,2.0,2.5,540,4,0,0,0,0,0,Right,No
42,1951,P,Bob Habenicht,25,3,2,1,1,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,46,0,0,0,0,0,0,Right,No
43,1951,P,Ted Wilks,35,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
44,1951,P,Dan Lewandowski,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,1951,P,Kurt Krieger,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1950,C,Del Rice,27,130,471,414,39,101,20,3,9,54,0,0,43,65,0.244,0.323,0.372,0.694,79,154,11,5,9,0,8,Right,No
2,1950,1B,Rocky Nelson,25,76,265,235,27,58,10,4,1,20,4,1,26,9,0.247,0.324,0.336,0.661,71,79,3,1,3,0,3,Left,No
3,1950,2B,Red Schoendienst,27,153,693,642,81,177,43,9,7,63,3,3,33,32,0.276,0.313,0.403,0.717,84,259,15,2,16,0,1,Right,Yes
4,1950,SS,Marty Marion,33,106,421,372,36,92,10,2,4,40,1,1,44,55,0.247,0.327,0.317,0.644,68,118,10,0,4,0,0,Right,No
5,1950,3B,Tommy Glaviano,26,115,510,410,92,117,29,2,11,44,6,5,90,74,0.285,0.421,0.446,0.867,125,183,6,6,4,0,0,Right,No
6,1950,OF,Stan Musial,29,146,645,555,105,192,41,7,28,109,5,1,87,36,0.346,0.437,0.596,1.034,165,331,11,3,0,0,13,Left,No
7,1950,OF,Enos Slaughter,34,148,632,556,82,161,26,7,10,101,3,5,66,33,0.29,0.367,0.415,0.782,102,231,12,2,8,0,7,Left,No
8,1950,OF,Bill Howerton,28,110,364,313,50,88,20,8,10,59,0,2,47,60,0.281,0.375,0.492,0.867,122,154,3,0,4,0,3,Left,No
9,1950,OF,Chuck Diering,27,89,240,204,34,51,12,0,3,18,1,4,35,38,0.25,0.36,0.353,0.713,85,72,3,0,0,0,0,Right,No
10,1950,3B,Eddie Kazak,29,93,227,207,21,53,2,2,5,23,0,1,18,19,0.256,0.319,0.357,0.676,75,74,6,1,1,0,1,Right,No
11,1950,SS,Eddie Miller,33,64,195,172,17,39,8,0,3,22,0,0,19,21,0.227,0.307,0.326,0.633,64,56,4,1,3,0,0,Right,No
12,1950,OF,Harry Walker,31,60,168,150,17,31,5,0,0,7,0,1,18,12,0.207,0.292,0.24,0.532,39,36,2,0,0,0,0,Left,No
13,1950,OF,Hal Rice,26,44,139,128,12,27,3,1,2,11,0,2,10,10,0.211,0.268,0.297,0.565,46,38,1,0,1,0,2,Left,No
14,1950,OF,Johnny Lindell,33,36,132,113,16,21,5,2,5,16,0,0,15,24,0.186,0.287,0.398,0.685,75,45,5,1,3,0,2,Right,No
15,1950,C,Joe Garagiola,24,34,98,88,8,28,6,1,2,20,0,0,10,7,0.318,0.388,0.477,0.865,122,42,5,0,0,0,1,Left,No
16,1950,UT,Peanuts Lowrey,32,17,63,56,10,15,0,0,1,4,0,0,6,1,0.268,0.349,0.321,0.671,75,18,1,1,0,0,0,Right,No
17,1950,C,Johnny Bucha,25,22,40,36,1,5,1,0,0,1,0,0,4,7,0.139,0.225,0.167,0.392,3,6,2,0,0,0,0,Right,No
18,1950,1B,Steve Bilko,21,10,37,33,1,6,1,0,0,2,0,0,4,10,0.182,0.27,0.212,0.482,27,7,1,0,0,0,1,Right,No
19,1950,1B,Nippy Jones,25,13,29,26,0,6,1,0,0,6,0,0,3,1,0.231,0.31,0.269,0.58,52,7,3,0,0,0,0,Right,No
20,1950,OF,Johnny Blatnik,29,7,23,20,0,3,0,0,0,1,0,0,3,2,0.15,0.261,0.15,0.411,9,3,1,0,0,0,0,Right,No
21,1950,3B,Solly Hemus,27,11,17,15,1,2,1,0,0,0,0,0,2,4,0.133,0.235,0.2,0.435,14,3,0,0,0,0,0,Left,No
22,1950,1B,Ed Mickelson,23,5,12,10,1,1,0,0,0,0,0,0,2,3,0.1,0.25,0.1,0.35,-5,1,1,0,0,0,0,Right,No
23,1950,1B,Don Bollweg,29,4,12,11,1,2,0,0,0,1,0,0,1,1,0.182,0.25,0.182,0.432,14,2,1,0,0,0,0,Left,No
24,1950,,Danny Gardella,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
25,1950,,Ed Mierkowicz,26,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
26,1950,P,Howie Pollet,29,38,91,84,7,12,2,0,0,3,0,0,5,18,0.143,0.191,0.167,0.358,-7,14,2,0,2,0,0,Left,No
27,1950,P,Max Lanier,34,27,75,68,5,11,1,1,0,10,0,0,3,10,0.162,0.197,0.206,0.403,4,14,3,0,4,0,0,Right,No
28,1950,P,Harry Brecheen,35,27,63,58,8,14,0,1,1,2,0,0,5,6,0.241,0.302,0.328,0.629,63,19,2,0,0,0,0,Left,No
29,1950,P,Gerry Staley,29,42,62,55,5,8,2,0,0,0,0,0,3,9,0.145,0.19,0.182,0.371,-3,10,3,0,4,0,0,Right,No
30,1950,P,Al Brazle,36,47,61,61,6,13,0,0,0,5,0,0,0,8,0.213,0.213,0.213,0.426,11,13,2,0,0,0,0,Left,No
31,1950,P,Red Munger,31,32,56,51,4,7,1,0,0,1,0,0,2,10,0.137,0.17,0.157,0.327,-15,8,1,0,3,0,0,Right,No
32,1950,P,Cloyd Boyer,22,36,38,33,3,6,2,0,0,1,0,0,2,8,0.182,0.229,0.242,0.471,22,8,2,0,3,0,0,Right,No
33,1950,P,Fred Martin,35,31,16,15,2,4,2,0,0,2,0,0,0,5,0.267,0.267,0.4,0.667,70,6,1,0,1,0,0,Right,No
34,1950,P,Erv Dusak,29,23,12,12,0,1,1,0,0,0,0,0,0,3,0.083,0.083,0.167,0.25,-37,2,0,0,0,0,0,Right,No
35,1950,P,Ted Wilks,34,18,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1950,P,Al Papai,33,13,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
