Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
8,1909,RP,Steve Melter,23,0,1,0.0,3.5,23,1,18,0,0,3,64.1,79,49,25,1,20,0,24,2,0,7,267,72,2.7,1.539,11.1,0.1,2.8,3.4,1.2,Right,No
9,1909,RP,Forrest More,27,1,5,0.167,5.04,15,2,10,1,0,0,50.0,48,33,28,0,20,0,17,3,0,2,209,50,2.92,1.36,8.6,0.0,3.6,3.1,0.85,Right,No
10,1909,,Charlie Rhodes,24,3,5,0.375,3.98,12,10,1,4,0,0,61.0,55,36,27,0,33,0,25,2,0,3,250,64,3.12,1.443,8.1,0.0,4.9,3.7,0.76,Right,No
11,1909,,Grover Lowdermilk,24,0,2,0.0,6.21,7,3,2,1,0,0,29.0,28,24,20,0,30,0,14,3,0,1,129,41,4.67,2.0,8.7,0.0,9.3,4.3,0.47,Right,No
12,1909,,Irv Higginbotham,27,1,0,1.0,1.59,3,1,1,1,0,0,11.1,5,3,2,0,2,0,2,0,0,0,37,167,2.39,0.618,4.0,0.0,1.6,1.6,1.0,Right,No
13,1909,,Harry Sullivan,21,0,0,0.0,36.0,2,1,0,0,0,0,1.0,4,6,4,1,2,0,1,0,0,0,10,11,19.22,6.0,36.0,9.0,18.0,9.0,0.5,Left,No
14,1909,,Joe Bernard,27,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,2,0,2,0,0,1,6,0,4.22,3.0,9.0,0.0,18.0,18.0,1.0,Right,No
1,1908,SP,Bugs Raymond,26,15,25,0.375,2.03,48,37,8,23,5,2,324.1,236,116,73,2,95,0,145,14,0,9,1222,116,2.3,1.021,6.5,0.1,2.6,4.0,1.53,Right,No
2,1908,SP,Johnny Lush,22,11,18,0.379,2.12,38,32,6,23,3,1,250.2,221,102,59,6,57,0,93,11,0,8,1019,111,2.48,1.109,7.9,0.2,2.0,3.3,1.63,Left,No
3,1908,SP,Fred Beebe,28,5,13,0.278,2.63,29,19,8,12,0,0,174.1,134,88,51,3,66,0,72,4,0,0,723,89,2.7,1.147,6.9,0.2,3.4,3.7,1.09,Right,No
4,1908,SP,Ed Karger,25,4,9,0.308,3.06,22,15,6,9,1,0,141.1,148,77,48,1,50,0,34,2,0,4,590,77,2.82,1.401,9.4,0.1,3.2,2.2,0.68,Left,No
5,1908,SP,Art Fromme,24,5,13,0.278,2.72,20,14,6,9,2,0,116.0,102,59,35,1,50,0,62,2,0,2,485,87,2.49,1.31,7.9,0.1,3.9,4.8,1.24,Right,No
6,1908,SP,Irv Higginbotham,26,3,8,0.273,3.2,19,11,7,7,1,0,107.0,113,51,38,0,33,0,38,3,1,7,452,74,2.4,1.364,9.5,0.0,2.8,3.2,1.15,Right,No
7,1908,RP,Slim Sallee,23,3,8,0.273,3.15,25,12,7,7,1,0,128.2,144,65,45,1,36,0,39,3,1,2,549,75,2.51,1.399,10.1,0.1,2.5,2.7,1.08,Left,No
8,1908,RP,Stoney McGlynn,36,1,6,0.143,3.45,16,6,9,4,0,1,75.2,76,40,29,0,17,0,23,2,1,1,311,69,2.25,1.229,9.0,0.0,2.0,2.7,1.35,Right,No
9,1908,,Charlie Rhodes,23,1,2,0.333,3.0,4,4,0,3,0,0,33.0,23,14,11,2,12,0,15,1,0,0,129,80,3.16,1.061,6.3,0.5,3.3,4.1,1.25,Right,No
10,1908,,Orson Baldwin,26,1,3,0.25,6.14,4,4,0,0,0,0,14.2,16,10,10,0,11,0,5,3,0,0,67,40,4.28,1.841,9.8,0.0,6.8,3.1,0.45,Right,No
11,1908,,Fred Gaiser,22,0,0,0.0,7.71,1,0,1,0,0,0,2.1,4,2,2,0,3,0,2,0,0,0,12,39,4.24,3.0,15.4,0.0,11.6,7.7,0.67,Right,No
1,1907,SP,Stoney McGlynn,35,14,25,0.359,2.91,45,39,6,33,3,1,352.1,329,159,114,6,112,0,109,4,0,11,1426,85,2.77,1.252,8.4,0.2,2.9,2.8,0.97,Right,No
2,1907,SP,Ed Karger,24,15,19,0.441,2.04,39,32,5,29,6,1,314.0,257,102,71,2,65,0,137,10,0,8,1228,121,2.11,1.025,7.4,0.1,1.9,3.9,2.11,Left,No
3,1907,SP,Fred Beebe,27,7,19,0.269,2.72,31,29,2,24,4,0,238.1,192,95,72,1,109,0,141,10,1,15,954,91,2.55,1.263,7.3,0.0,4.1,5.3,1.29,Right,No
4,1907,SP,Art Fromme,23,5,13,0.278,2.9,23,16,6,13,2,0,145.2,138,73,47,3,67,0,67,4,1,5,610,85,2.99,1.407,8.5,0.2,4.1,4.1,1.0,Right,No
5,1907,SP,Johnny Lush,21,7,10,0.412,2.5,20,19,1,15,3,0,144.0,132,63,40,2,42,0,71,8,1,6,586,99,2.42,1.208,8.3,0.1,2.6,4.4,1.69,Left,No
6,1907,,Bugs Raymond,25,2,4,0.333,1.67,8,6,2,6,1,0,64.2,56,34,12,3,21,0,34,1,0,1,265,149,2.75,1.191,7.8,0.4,2.9,4.7,1.62,Right,No
7,1907,,Buster Brown,25,1,6,0.143,3.39,9,8,1,6,0,0,63.2,57,38,24,2,45,0,17,5,0,3,267,73,4.41,1.602,8.1,0.3,6.4,2.4,0.38,Right,No
8,1907,,Harry Wolter,22,0,2,0.0,4.3,3,3,0,1,0,0,23.0,27,13,11,1,18,0,8,2,0,0,105,59,4.66,1.957,10.6,0.4,7.0,3.1,0.44,Left,No
9,1907,,Art Hoelskoetter,24,0,0,0.0,5.73,2,0,2,0,0,0,11.0,9,16,7,0,10,0,8,2,0,0,55,45,4.0,1.727,7.4,0.0,8.2,6.5,0.8,Right,No
10,1907,,Charlie Shields,27,0,2,0.0,9.45,3,2,1,0,0,0,6.2,12,11,7,0,7,0,1,2,0,0,36,29,5.93,2.85,16.2,0.0,9.5,1.4,0.14,Left,No
11,1907,,Carl Druhot,25,0,1,0.0,15.43,1,1,0,0,0,0,2.1,3,5,4,0,4,0,1,1,0,0,10,20,7.75,3.0,11.6,0.0,15.4,3.9,0.25,Left,No
1,1906,SP,Buster Brown,24,8,16,0.333,2.64,32,27,5,21,0,0,238.1,208,98,70,2,112,0,109,11,0,12,992,99,3.11,1.343,7.9,0.1,4.2,4.1,0.97,Right,No
2,1906,SP,Ed Karger,23,5,16,0.238,2.72,25,20,5,17,0,1,191.2,193,85,58,0,43,0,73,7,0,3,761,96,2.39,1.231,9.1,0.0,2.0,3.4,1.7,Left,No
3,1906,SP,Fred Beebe,26,9,9,0.5,3.02,20,19,1,16,1,0,160.2,115,65,54,1,68,0,116,9,0,2,630,86,2.44,1.139,6.4,0.1,3.8,6.5,1.71,Right,No
4,1906,SP,Jack Taylor,32,8,9,0.471,2.15,17,17,0,17,1,0,155.0,133,50,37,3,47,0,27,7,1,0,609,121,3.32,1.161,7.7,0.2,2.7,1.6,0.57,Right,No
5,1906,SP,Carl Druhot,24,6,7,0.462,2.62,15,13,2,12,1,0,130.1,117,55,38,1,46,0,45,5,0,3,511,99,2.95,1.251,8.1,0.1,3.2,3.1,0.98,Left,No
6,1906,SP,Gus Thompson,29,2,11,0.154,4.28,17,12,4,8,0,0,103.0,111,61,49,2,25,0,36,5,0,6,414,61,2.8,1.32,9.7,0.2,2.2,3.1,1.44,Right,No
7,1906,RP,Art Hoelskoetter,23,1,4,0.2,4.63,12,3,9,2,0,0,58.1,53,37,30,1,34,0,20,1,0,0,240,57,3.71,1.491,8.2,0.2,5.2,3.1,0.59,Right,No
8,1906,,Wish Egan,25,2,9,0.182,4.59,16,12,4,7,0,0,86.1,97,45,44,2,27,0,23,2,0,4,363,57,3.14,1.436,10.1,0.2,2.8,2.4,0.85,Right,No
9,1906,,Stoney McGlynn,34,2,2,0.5,2.44,6,6,0,6,0,0,48.0,43,16,13,0,15,0,25,1,1,1,189,108,2.33,1.208,8.1,0.0,2.8,4.7,1.67,Right,No
10,1906,,Irv Higginbotham,24,1,4,0.2,3.23,7,6,1,4,0,0,47.1,50,23,17,1,11,0,14,1,0,1,200,81,2.81,1.289,9.5,0.2,2.1,2.7,1.27,Right,No
11,1906,,Charlie Rhodes,21,3,4,0.429,3.4,9,6,3,3,0,0,45.0,37,21,17,0,20,0,32,6,0,2,192,77,2.68,1.267,7.4,0.0,4.0,6.4,1.6,Right,No
12,1906,,Chappie McFarland,31,2,1,0.667,1.93,6,4,2,2,0,1,37.1,33,18,8,1,8,0,16,0,0,0,154,137,2.5,1.098,8.0,0.2,1.9,3.9,2.0,Right,No
13,1906,,Art Fromme,22,1,2,0.333,1.44,3,3,0,3,1,0,25.0,19,6,4,0,10,0,11,1,0,0,97,185,2.81,1.16,6.8,0.0,3.6,4.0,1.1,Right,No
14,1906,,Ambrose Puttmann,25,2,2,0.5,5.3,4,4,0,0,0,0,18.2,23,13,11,2,9,0,12,2,0,3,86,51,4.24,1.714,11.1,1.0,4.3,5.8,1.33,Left,No
15,1906,,Jake Thielman,27,0,1,0.0,3.6,1,1,0,0,0,0,5.0,5,6,2,0,2,0,0,0,0,0,21,81,3.57,1.4,9.0,0.0,3.6,0.0,0.0,Right,No
16,1906,,Babe Adams,24,0,1,0.0,13.5,1,1,0,0,0,0,4.0,9,8,6,0,2,0,0,0,1,0,21,22,3.87,2.75,20.3,0.0,4.5,0.0,0.0,Right,No
1,1905,SP,Jack Taylor,31,15,21,0.417,3.44,37,34,3,34,3,1,309.0,302,155,118,10,85,0,102,11,0,9,1263,86,3.21,1.252,8.8,0.3,2.5,3.0,1.2,Right,No
2,1905,SP,Chappie McFarland,30,8,18,0.308,3.81,31,28,3,22,3,1,250.1,281,145,106,3,65,0,85,6,1,6,1059,78,2.85,1.382,10.1,0.1,2.3,3.1,1.31,Right,No
3,1905,SP,Jake Thielman,26,15,16,0.484,3.5,32,29,3,26,0,0,242.0,265,138,94,4,62,0,87,12,1,6,1018,85,2.93,1.351,9.9,0.1,2.3,3.2,1.4,Right,No
4,1905,SP,Buster Brown,23,8,11,0.421,2.97,23,21,2,17,3,0,178.2,172,80,59,5,62,0,57,10,0,5,734,100,3.46,1.31,8.7,0.3,3.1,2.9,0.92,Right,No
5,1905,SP,Wish Egan,24,6,15,0.286,3.57,23,19,4,18,0,0,171.1,189,93,68,2,39,0,29,9,0,0,711,83,3.17,1.331,9.9,0.1,2.0,1.5,0.74,Right,No
6,1905,,Win Kellum,29,3,3,0.5,2.92,11,7,4,5,1,0,74.0,70,30,24,1,10,0,19,1,0,1,286,102,2.63,1.081,8.5,0.1,1.2,2.3,1.9,Left,No
7,1905,,Kid Nichols,35,1,5,0.167,5.4,7,7,0,5,0,0,51.2,64,47,31,1,18,0,16,0,0,4,234,55,3.2,1.587,11.1,0.2,3.1,2.8,0.89,Right,No
8,1905,,Sandy McDougal,31,1,4,0.2,3.43,5,5,0,5,0,0,44.2,50,24,17,0,12,0,10,0,0,0,178,87,2.88,1.388,10.1,0.0,2.4,2.0,0.83,Right,No
9,1905,,Billy Campbell,31,1,1,0.5,7.41,2,2,0,2,0,0,17.0,27,17,14,0,7,0,2,0,0,0,81,41,3.52,2.0,14.3,0.0,3.7,1.1,0.29,Left,No
10,1905,,Art Hoelskoetter,22,0,1,0.0,1.5,1,1,0,1,0,0,6.0,6,6,1,1,5,0,4,0,0,0,27,214,5.85,1.833,9.0,1.5,7.5,6.0,0.8,Right,No
11,1905,,Jim McGinley,26,0,1,0.0,15.0,1,1,0,0,0,0,3.0,5,6,5,1,2,0,0,0,0,0,17,23,8.85,2.333,15.0,3.0,6.0,0.0,0.0,Right,No
1,1904,SP,Jack Taylor,30,20,19,0.513,2.22,41,39,2,39,2,1,352.0,297,133,87,5,82,0,103,13,0,6,1437,120,2.83,1.077,7.6,0.1,2.1,2.6,1.26,Right,No
2,1904,SP,Kid Nichols,34,21,13,0.618,2.02,36,35,1,35,3,1,317.0,268,97,71,3,50,0,134,5,0,3,1281,133,2.22,1.003,7.6,0.1,1.4,3.8,2.68,Right,No
3,1904,SP,Chappie McFarland,29,14,18,0.438,3.21,32,31,1,28,1,0,269.1,266,149,96,7,56,0,111,4,1,4,1133,83,2.6,1.196,8.9,0.2,1.9,3.7,1.98,Right,No
4,1904,SP,Mike O'Neill,26,10,14,0.417,2.09,25,24,1,23,1,0,220.0,229,86,51,1,50,0,68,3,0,2,930,128,2.58,1.268,9.4,0.0,2.0,2.8,1.36,Left,No
5,1904,SP,Joe Corbett,28,5,8,0.385,4.39,14,14,0,12,0,0,108.2,110,75,53,2,51,0,68,8,0,3,499,61,3.04,1.482,9.1,0.2,4.2,5.6,1.33,Right,No
6,1904,,Jack Dunleavy,24,1,4,0.2,4.42,7,5,2,5,0,0,55.0,63,32,27,4,23,0,28,1,0,2,249,61,3.66,1.564,10.3,0.7,3.8,4.6,1.22,Left,No
7,1904,,Jim McGinley,25,2,1,0.667,2.0,3,3,0,3,0,0,27.0,28,8,6,0,6,0,6,3,1,1,114,136,2.97,1.259,9.3,0.0,2.0,2.0,1.0,Right,No
8,1904,,War Sanders,26,1,2,0.333,4.74,4,3,1,1,0,0,19.0,25,15,10,1,1,0,11,1,0,1,85,58,2.26,1.368,11.8,0.5,0.5,5.2,11.0,Left,No
1,1903,SP,Chappie McFarland,28,9,19,0.321,3.07,28,26,2,25,1,0,229.0,253,133,78,2,48,0,76,6,2,9,944,107,2.91,1.314,9.9,0.1,1.9,3.0,1.58,Right,No
2,1903,SP,Mordecai Brown,26,9,13,0.409,2.6,26,24,2,19,1,0,201.0,231,105,58,7,59,0,83,6,0,6,854,126,3.35,1.443,10.3,0.3,2.6,3.7,1.41,Right,No
3,1903,SP,Clarence Currie,24,4,12,0.25,4.01,22,16,5,13,1,1,148.0,155,93,66,7,60,0,52,10,0,4,622,82,4.08,1.453,9.4,0.4,3.6,3.2,0.87,Right,No
4,1903,SP,Mike O'Neill,25,4,13,0.235,3.79,19,17,2,12,0,0,145.0,184,124,61,2,43,0,39,6,0,0,654,86,3.41,1.566,11.4,0.1,2.7,2.4,0.91,Left,No
5,1903,SP,Bob Rhoads,23,5,8,0.385,4.6,17,13,4,12,1,0,129.0,154,88,66,3,47,0,52,3,0,2,558,71,3.41,1.558,10.7,0.2,3.3,3.6,1.11,Right,No
6,1903,SP,Jack Dunleavy,23,6,8,0.429,4.06,14,13,1,9,0,0,102.0,101,59,46,2,57,0,51,8,0,1,447,81,3.92,1.549,8.9,0.2,5.0,4.5,0.89,Left,No
7,1903,,Ed Murphy,26,4,8,0.333,3.31,15,12,3,9,0,0,106.0,108,62,39,2,38,0,16,6,0,5,456,99,3.94,1.377,9.2,0.2,3.2,1.4,0.42,Right,No
8,1903,,Jim Hackett,25,1,3,0.25,3.72,7,6,1,5,0,1,48.1,47,28,20,0,18,0,21,3,0,1,210,88,3.19,1.345,8.8,0.0,3.4,3.9,1.17,Right,No
9,1903,,War Sanders,25,1,6,0.143,6.08,8,6,2,3,0,0,40.0,48,37,27,0,21,0,9,2,0,0,191,54,4.03,1.725,10.8,0.0,4.7,2.0,0.43,Left,No
10,1903,,Charlie Moran,25,0,1,0.0,5.25,3,2,1,2,0,0,24.0,30,29,14,0,19,0,7,1,0,2,121,63,4.67,2.042,11.3,0.0,7.1,2.6,0.37,Right,No
11,1903,,Pat Hynes,19,0,1,0.0,4.0,1,1,0,1,0,0,9.0,10,6,4,0,6,0,1,0,0,0,40,86,4.53,1.778,10.0,0.0,6.0,1.0,0.17,Left,No
12,1903,,Harry Betts,22,0,1,0.0,10.0,1,1,0,1,0,0,9.0,11,10,10,0,5,0,2,2,0,0,44,34,4.64,1.778,11.0,0.0,5.0,2.0,0.4,Right,No
13,1903,,John Lovett?,26,0,0,0.0,5.4,3,1,2,0,0,0,5.0,6,5,3,0,5,0,3,1,0,1,26,66,5.15,2.2,10.8,0.0,9.0,5.4,0.6,Right,No
14,1903,,Bob Wicker,26,0,0,0.0,0.0,1,0,1,0,0,0,5.0,4,1,0,0,3,0,3,0,0,1,26,0,3.35,1.4,7.2,0.0,5.4,5.4,1.0,Right,No
15,1903,,Stan Yerkes,28,0,1,0.0,1.8,1,1,0,0,0,0,5.0,8,6,1,0,0,0,3,0,0,0,24,198,1.55,1.6,14.4,0.0,0.0,5.4,0.0,Right,No
16,1903,,Larry Milton,24,0,0,0.0,2.25,1,0,1,0,0,0,4.0,3,1,1,0,1,0,0,0,0,0,16,162,3.5,1.0,6.8,0.0,2.3,0.0,0.0,Right,No
17,1903,,Ed Taylor,26,0,0,0.0,0.0,1,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,12,0,2.09,0.0,0.0,0.0,0.0,3.0,0.0,Left,No
1,1902,SP,Mike O'Neill,24,16,15,0.516,2.9,36,32,4,29,2,2,288.1,297,136,93,3,66,0,105,12,0,1,1195,93,2.89,1.259,9.3,0.1,2.1,3.3,1.59,Left,No
2,1902,SP,Stan Yerkes,27,12,21,0.364,3.66,39,37,2,27,1,0,272.2,341,160,111,1,79,0,81,2,0,2,1197,74,3.01,1.54,11.3,0.0,2.6,2.7,1.03,Right,No
3,1902,SP,Ed Murphy,25,10,6,0.625,3.02,23,17,6,12,1,1,164.0,187,86,55,7,31,0,37,2,0,3,686,90,3.37,1.329,10.3,0.4,1.7,2.0,1.19,Right,No
4,1902,SP,Bob Wicker,25,5,12,0.294,3.19,22,16,6,14,1,0,152.1,159,82,54,1,45,0,78,2,0,4,639,85,2.65,1.339,9.4,0.1,2.7,4.6,1.73,Right,No
5,1902,SP,Clarence Currie,23,7,5,0.583,2.6,15,12,2,10,2,0,124.2,125,54,36,0,35,0,30,6,0,3,520,104,3.17,1.283,9.0,0.0,2.5,2.2,0.86,Right,No
6,1902,SP,Alex Pearson,25,2,6,0.25,3.95,11,10,1,8,0,0,82.0,90,47,36,0,22,0,24,3,0,1,348,69,3.0,1.366,9.9,0.0,2.4,2.6,1.09,Right,No
7,1902,,Bill Popp,25,2,6,0.25,4.92,9,7,2,5,0,0,60.1,87,60,33,2,26,0,20,5,0,3,289,55,3.98,1.873,13.0,0.3,3.9,3.0,0.77,Right,No
8,1902,,Wiley Dunham?,25,2,3,0.4,5.68,7,5,2,3,0,1,38.0,47,31,24,1,13,0,15,3,0,1,171,48,3.48,1.579,11.1,0.2,3.1,3.6,1.15,Right,No
9,1902,,Jim Hackett,24,0,3,0.0,6.23,4,3,1,3,0,0,30.1,46,26,21,0,16,0,7,1,0,1,149,44,3.89,2.044,13.6,0.0,4.7,2.1,0.44,Right,No
10,1902,,Chappie McFarland,27,0,1,0.0,5.73,2,1,1,1,0,0,11.0,11,7,7,1,3,0,3,0,0,0,45,50,4.12,1.273,9.0,0.8,2.5,2.5,1.0,Right,No
11,1902,,Joe Adams,24,0,0,0.0,9.0,1,0,1,0,0,0,4.0,9,6,4,0,2,0,0,1,0,0,23,34,4.92,2.75,20.3,0.0,4.5,0.0,0.0,Left,No
1,1901,SP,Jack Powell,26,19,19,0.5,3.54,45,37,8,33,2,3,338.1,351,168,133,14,50,0,133,12,0,6,1383,89,3.23,1.185,9.3,0.4,1.3,3.5,2.66,Right,No
2,1901,SP,Jack Harper,23,23,13,0.639,3.62,39,37,0,28,1,0,308.2,294,158,124,7,99,0,128,16,1,19,1294,87,3.51,1.273,8.6,0.2,2.9,3.7,1.29,Right,No
3,1901,SP,Willie Sudhoff,26,17,11,0.607,3.52,38,26,11,25,1,2,276.1,281,142,108,4,92,0,78,18,0,7,1183,90,3.74,1.35,9.2,0.1,3.0,2.5,0.85,Right,No
4,1901,SP,Ed Murphy,24,10,9,0.526,4.2,23,21,1,16,0,0,165.0,201,105,77,5,32,0,42,1,0,0,707,75,3.41,1.412,11.0,0.3,1.7,2.3,1.31,Right,No
5,1901,SP,Cowboy Jones,26,2,6,0.25,4.48,10,9,0,7,0,0,76.1,97,51,38,4,22,0,25,3,0,0,341,71,3.93,1.559,11.4,0.5,2.6,2.9,1.14,Left,No
6,1901,,Mike O'Neill,23,2,2,0.5,1.32,5,4,1,4,1,0,41.0,29,12,6,2,10,0,16,5,0,0,162,242,3.88,0.951,6.4,0.4,2.2,3.5,1.6,Left,No
7,1901,,Stan Yerkes,26,3,1,0.75,3.18,4,4,0,4,0,0,34.0,35,14,12,2,6,0,15,1,0,0,139,101,3.43,1.206,9.3,0.5,1.6,4.0,2.5,Right,No
8,1901,,Theodore Breitenstein,32,0,3,0.0,6.6,3,3,1,1,0,0,15.0,24,26,11,1,14,0,3,0,0,1,81,49,6.19,2.533,14.4,0.6,8.4,1.8,0.21,Left,No
9,1901,,Bill Magee,25,0,0,0.0,4.5,1,1,0,0,0,0,8.0,8,4,4,0,4,0,3,0,0,1,35,74,3.68,1.5,9.0,0.0,4.5,3.4,0.75,Right,No
10,1901,,Chauncey Fisher,29,0,0,0.0,15.0,1,0,0,0,0,0,3.0,7,5,5,0,1,0,0,0,0,0,17,24,3.93,2.667,21.0,0.0,3.0,0.0,0.0,Right,No
11,1901,,Bob Wicker,24,0,0,0.0,0.0,1,0,1,0,0,0,3.0,4,3,0,0,1,0,2,0,0,0,14,0,2.59,1.667,12.0,0.0,3.0,6.0,2.0,Right,No
12,1901,,Farmer Burns,25,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,0,1,0,0,1,0,0,7,52,8.93,3.0,18.0,0.0,9.0,0.0,0.0,Right,No
1,1900,SP,Cy Young,33,20,18,0.526,3.0,41,35,6,32,4,0,321.1,337,144,107,7,36,0,115,3,1,7,1291,120,2.76,1.161,9.4,0.2,1.0,3.2,3.19,Right,No
2,1900,SP,Cowboy Jones,25,13,19,0.406,3.54,39,36,2,29,3,0,292.2,334,185,115,10,82,0,68,19,0,5,1268,101,3.84,1.421,10.3,0.3,2.5,2.1,0.83,Left,No
3,1900,SP,Jack Powell,25,17,17,0.5,4.44,38,37,1,28,3,0,287.2,325,194,142,9,77,0,77,3,0,3,1224,81,3.53,1.397,10.2,0.3,2.4,2.4,1.0,Right,No
4,1900,SP,Willie Sudhoff,25,6,8,0.429,2.76,16,14,2,13,2,0,127.0,128,62,39,3,37,0,29,8,0,0,535,130,3.74,1.299,9.1,0.2,2.6,2.1,0.78,Right,No
5,1900,SP,Jim Hughey,31,5,7,0.417,5.19,20,12,7,11,0,0,112.2,147,90,65,4,40,0,23,6,0,5,514,69,4.11,1.66,11.7,0.3,3.2,1.8,0.58,Right,No
6,1900,,Gus Weyhing,33,3,2,0.6,4.63,7,5,2,3,0,0,46.2,60,44,24,2,21,0,6,1,1,1,215,78,4.54,1.736,11.6,0.4,4.1,1.2,0.29,Right,No
7,1900,,Tom Thomas,26,1,2,0.333,3.76,5,1,4,1,0,1,26.1,38,22,11,2,4,0,7,1,0,1,118,97,3.85,1.595,13.0,0.7,1.4,2.4,1.75,Right,No
8,1900,,Jack Harper,22,0,1,0.0,12.0,1,1,0,0,0,0,3.0,4,7,4,0,2,0,0,0,0,1,15,34,4.83,2.0,12.0,0.0,6.0,0.0,0.0,Right,No
1,1899,SP,Jack Powell,24,23,19,0.548,3.52,48,43,5,40,2,0,373.0,433,197,146,15,85,0,87,15,0,3,1594,113,3.8,1.389,10.4,0.4,2.1,2.1,1.02,Right,No
2,1899,SP,Cy Young,32,26,16,0.619,2.58,44,42,2,40,4,1,369.1,368,173,106,10,44,0,111,6,1,6,1468,154,3.1,1.116,9.0,0.2,1.1,2.7,2.52,Right,No
3,1899,SP,Willie Sudhoff,24,12,10,0.545,4.04,25,23,2,16,0,0,178.1,193,109,80,6,62,0,29,15,0,2,777,98,4.35,1.43,9.7,0.3,3.1,1.5,0.47,Right,No
4,1899,SP,George Cuppy,29,11,8,0.579,3.15,21,21,0,18,1,0,171.2,203,89,60,3,26,0,25,5,1,0,722,126,3.42,1.334,10.6,0.2,1.4,1.3,0.96,Right,No
5,1899,SP,Cowboy Jones,24,6,5,0.545,3.59,12,12,0,9,0,0,85.1,111,51,34,1,22,0,28,6,0,4,382,111,3.42,1.559,11.7,0.1,2.3,3.0,1.27,Left,No
6,1899,RP,Pete McBride,23,2,4,0.333,4.08,11,6,4,4,0,0,64.0,65,46,29,4,40,0,26,4,0,8,291,98,5.0,1.641,9.1,0.6,5.6,3.7,0.65,Right,No
7,1899,,Zeke Wilson,29,1,1,0.5,4.5,5,2,2,2,0,0,26.0,30,18,13,0,4,0,3,2,0,2,110,89,3.4,1.308,10.4,0.0,1.4,1.0,0.75,Right,No
8,1899,,Tom Thomas,25,1,1,0.5,2.52,4,2,2,2,0,0,25.0,22,14,7,1,4,0,8,0,0,0,97,160,3.3,1.04,7.9,0.4,1.4,2.9,2.0,Right,No
9,1899,,Jack Sutthoff,26,1,2,0.333,4.13,3,3,0,3,0,0,24.0,29,25,11,0,15,0,8,0,0,0,112,98,4.15,1.833,10.9,0.0,5.6,3.0,0.53,Right,No
10,1899,,Mike Donlin,21,0,1,0.0,7.63,3,1,2,0,0,0,15.1,15,15,13,1,14,0,6,1,0,0,74,53,5.94,1.891,8.8,0.6,8.2,3.5,0.43,Left,No
11,1899,,Frank Bates,22,0,0,0.0,1.04,2,0,2,0,0,0,8.2,7,2,1,0,5,0,0,0,0,0,37,399,4.67,1.385,7.3,0.0,5.2,0.0,0.0,Right,No
1,1898,SP,Jack Taylor,25,15,29,0.341,3.9,50,47,1,42,0,1,397.1,465,259,172,14,83,0,89,25,0,7,1713,97,3.59,1.379,10.5,0.3,1.9,2.0,1.07,Right,No
2,1898,SP,Willie Sudhoff,23,11,27,0.289,4.34,41,38,3,35,0,1,315.0,355,205,152,11,102,0,65,27,0,4,1388,87,4.04,1.451,10.1,0.3,2.9,1.9,0.64,Right,No
3,1898,SP,Jim Hughey,29,7,24,0.226,3.93,35,33,2,31,0,0,283.2,325,169,124,2,71,0,74,11,0,11,1221,96,3.2,1.396,10.3,0.1,2.3,2.3,1.04,Right,No
4,1898,SP,Kid Carsey,25,2,12,0.143,6.33,20,13,7,10,0,0,123.2,177,112,87,2,37,0,10,10,0,3,579,60,3.96,1.73,12.9,0.1,2.7,0.7,0.27,Right,No
5,1898,,Duke Esper,30,3,5,0.375,5.98,10,8,1,6,0,0,64.2,86,49,43,1,22,0,14,0,0,2,294,64,3.56,1.67,12.0,0.1,3.1,1.9,0.64,Left,No
6,1898,,Pete Daniels,34,1,6,0.143,3.62,10,6,3,3,0,0,54.2,62,41,22,0,14,0,13,3,0,0,236,105,3.22,1.39,10.2,0.0,2.3,2.1,0.93,Left,No
7,1898,,George Gillpatrick,23,0,2,0.0,6.94,7,3,3,1,0,0,35.0,42,38,27,0,19,0,12,2,0,2,163,55,3.88,1.743,10.8,0.0,4.9,3.1,0.63,Right,No
8,1898,,Harry Maupin,25,0,2,0.0,5.5,2,2,0,2,0,0,18.0,22,11,11,0,3,0,3,3,0,0,80,70,3.43,1.389,11.0,0.0,1.5,1.5,1.0,Right,No
9,1898,,Tom Smith,26,0,1,0.0,2.0,1,1,0,1,0,0,9.0,9,8,2,0,5,0,1,2,0,0,42,198,4.88,1.556,9.0,0.0,5.0,1.0,0.2,Left,No
10,1898,,Joe Gannon?,21,0,1,0.0,11.0,1,1,0,1,0,0,9.0,13,13,11,0,5,0,2,1,0,0,45,36,4.32,2.0,13.0,0.0,5.0,2.0,0.4,Right,No
